ward_id,population,facility_count,dist_to_nearest_phc_km,historical_case_rate,cases_lag_1w,seasonal_index,rainfall_anomaly,pop_density,pop_density_norm
41,21550.0,1,0.5355248223430976,13,24,1.7678934296680966,64.77499999999998,21550.0,0.1500424714188239
38,35187.0,0,0.8253778111402429,13,24,1.7678934296680966,64.77499999999998,35187.0,0.24499046133708383
64,72144.0,0,1.1985920120413305,13,24,1.7678934296680966,64.77499999999998,72144.0,0.5023045966607718
65,95564.0,0,1.569025777273426,13,24,1.7678934296680966,64.77499999999998,95564.0,0.6653669948338045
67,37331.0,0,1.457838546611016,13,24,1.7678934296680966,64.77499999999998,37331.0,0.2599181206745297
68,32999.0,0,0.760719127853915,13,24,1.7678934296680966,64.77499999999998,32999.0,0.22975645078189186
66,50926.0,1,0.7718277875731253,13,24,1.7678934296680966,64.77499999999998,50926.0,0.3545736844303956
77,23619.0,0,1.2324614132997067,13,24,1.7678934296680966,64.77499999999998,23619.0,0.1644479411805662
73,22662.0,0,1.8387999656658487,13,24,1.7678934296680966,64.77499999999998,22662.0,0.15778480219458874
71,12091.0,0,2.2041404842876675,13,24,1.7678934296680966,64.77499999999998,12091.0,0.08418392213109047
69,27133.0,0,1.7454790737179386,13,24,1.7678934296680966,64.77499999999998,27133.0,0.18891426343419715
72,32446.0,0,0.8586664217174929,13,24,1.7678934296680966,64.77499999999998,32446.0,0.22590617297703758
74,56960.0,0,3.2206158488675465,13,24,1.7678934296680966,64.77499999999998,56960.0,0.3965855764276663
75,60126.0,0,2.66644310650736,13,24,1.7678934296680966,64.77499999999998,60126.0,0.41862893905003273
78,23476.0,0,2.0561153348895687,13,24,1.7678934296680966,64.77499999999998,23476.0,0.1634522997228914
76,24524.0,0,1.938192544022988,13,24,1.7678934296680966,64.77499999999998,24524.0,0.1707490287273892
53,23831.0,2,0.2782438624091092,13,24,1.7678934296680966,64.77499999999998,23831.0,0.16592399704788827
51,46250.0,0,0.3517912142104498,13,24,1.7678934296680966,64.77499999999998,46250.0,0.32201690501719743
49,16889.0,1,0.3633794984158242,13,24,1.7678934296680966,64.77499999999998,16889.0,0.11759012992076644
50,51527.0,1,0.6665064300013264,13,24,1.7678934296680966,64.77499999999998,51527.0,0.35875816356370016
54,39058.0,0,0.632213063616483,13,24,1.7678934296680966,64.77499999999998,39058.0,0.2719424059710637
55,23220.0,0,0.9989077038691072,13,24,1.7678934296680966,64.77499999999998,23220.0,0.16166989263782325
56,38123.0,0,1.4295017496414328,13,24,1.7678934296680966,64.77499999999998,38123.0,0.2654324425939593
